Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells
SUMO2P17	human	0	0.32218171	0.314	0.004	RFFL	human	1.79E-06	0.621750403	0.252	0.037	RAP2A	human	0.003753364	0.778276345	0.395	0.087	MPPED1	human	0	0.262262052	0.543	0.23	ZNF260	macaque	2.29E-08	0.672750521	0.168	0.488	LSS	human	0	0.492651102	0.274	0.048	AC004057.1	human	0	0.82683916	0.763	0.024	UBC	human	1.31E-07	0.374185858	0.912	0.817	VPS53	human	0	0.787015874	0.094							
NBEA	human	0	0.322110366	0.554	0.313	CNOT7	human	1.96E-06	0.401442581	0.713	0.427	JPX	human	0.003793326	0.701853111	0.421	0.087	SAT2	human	0	0.261374869	0.356	0.113	NFIA	macaque	2.51E-08	0.559206034	0.246	0.588	FNIP1	human	0	0.489671788	0.64	0.425	ZNF814	human	0	0.810015259	0.497	0.038	SLC6A15	human	1.35E-07	0.847141446	0.525	0.167	ZNF814	human	0	0.784293713	0.03							
TLE3	human	0	0.321280082	0.637	0.357	CORO1C	human	2.02E-06	0.377373394	0.64	0.329	UBXN7	human	0.003816591	0.486687939	0.52	0.217	RPL35AP21	human	0	0.259937794	0.301	0	IPO9	macaque	2.79E-08	0.695906383	0.364	0.7	SCUBE1	human	0	0.488428415	0.268	0.056	NBPF11	human	0	0.804739341	0.63	0.005	CBWD5	human	1.58E-07	0.635538191	0.575	0.183	RP11-260M2.1	human	0	0.779289779	0.073							
PSMA3	human	0	0.321113617	0.63	0.357	SRCAP	human	2.07E-06	0.289821504	0.327	0.085	ARNT	human	0.003834277	0.486495592	0.355	0.043	RBFOX1	human	0	0.258230431	0.67	0.362	FANCM	macaque	3.48E-08	0.858154744	0.075	0.325	GPR89A	human	0	0.486433818	0.273	0.06	POLR2J	human	0	0.791528374	0.497	0.005	GPR89B	human	1.80E-07	0.512328751	0.275	0.017	PRKCA	human	0	0.77471818	0.013							
EI24	human	0	0.320080318	0.252	0.091	ZBTB25	human	2.08E-06	0.557664609	0.315	0.073	ABRACL	human	0.004011951	0.771894717	0.375	0.087	RASA1	human	0	0.258128148	0.668	0.362	FABP7	macaque	3.80E-08	0.692635232	0.063	0.3	STRN3	human	0	0.486355882	0.83	0.536	TLK1	human	0	0.788714615	0.798	0.479	STRN3	human	1.84E-07	0.484289489	0.85	0.55	PTEN	human	0	0.772988421	0.581							
RPL36A	human	0	0.319430846	0.311	0.047	CREB1	human	2.09E-06	0.382213207	0.668	0.378	GOLGA3	human	0.004012759	0.805767514	0.27	0	KIAA1109	human	0	0.257528046	0.621	0.315	MIR181A1HG	macaque	4.09E-08	0.670433178	0.418	0.662	RBBP5	human	0	0.482557339	0.588	0.335	NBPF15	human	0	0.787998842	0.613	0.076	H3F3C	human	1.90E-07	0.345350059	0.9	0.717	SLC35E2B	human	0	0.767126582	0.009							
TANC2	human	0	0.318342757	0.482	0.258	TP53	human	2.15E-06	0.369605952	0.698	0.451	ZNF37BP	human	0.004012759	0.800238271	0.27	0	HNRNPA1P41	human	0	0.253988377	0.282	0	LLNLF-187D8.1	macaque	4.88E-08	0.888388344	0.082	0.325	F2R	human	0	0.482521838	0.273	0.041	RGPD5	human	0	0.783027115	0.63	0	ENC1	human	1.95E-07	0.599964244	0.688	0.3	ZDHHC2	human	0	0.760283567	0.094							
HNRNPRP1	human	0	0.316861251	0.281	0.016	RPL7L1	human	2.18E-06	0.327003098	0.645	0.341	SORL1	human	0.004012759	0.744563151	0.27	0	PCM1	human	0	0.253200885	0.859	0.507	BEX2	macaque	5.81E-08	0.720304582	0.207	0.45	CSAD	human	0	0.482433619	0.401	0.137	RPL24P4	human	0	0.781390987	0.792	0.114	C2orf68	human	2.11E-07	0.683650391	0.638	0.292	MUM1	human	0	0.759491955	0.261							
DDB1	human	0	0.315002998	0.384	0.197	ZHX2	human	2.24E-06	0.534923176	0.26	0.037	FKBP9	human	0.004012759	0.732482922	0.27	0	SNHG14	human	0	0.251517979	0.807	0.507	SCAI	macaque	8.01E-08	0.796679854	0.214	0.512	FAM110B	human	0	0.478669634	0.602	0.387	ATG12	human	0	0.774815647	0.624	0.37	ZNF333	human	2.36E-07	0.804982757	0.412	0.083	HIF3A	human	0	0.758185369	0.038							
RANBP9	human	0	0.314560134	0.392	0.19	HDAC9	human	2.42E-06	0.595849462	0.521	0.256	ZNF264	human	0.004012759	0.680163435	0.27	0	SLX4IP	human	1.11E-16	0.683720275	0.303	0.056	CALM1	macaque	1.11E-07	0.466023077	0.675	0.912	SCRN1	human	0	0.477721726	0.396	0.143	EIF3FP3	human	0	0.768982433	0.503	0.019	ARL17B	human	2.42E-07	0.393437984	0.275	0.017	ATG12	human	0	0.752679409	0.303							
KIAA1551	human	0	0.31406058	0.316	0.151	TMEM209	human	2.59E-06	0.626641778	0.379	0.134	TPM1	human	0.004012759	0.669683007	0.27	0	TARBP1	human	1.11E-16	0.598653579	0.35	0.08	YTHDF3	macaque	1.15E-07	0.79169909	0.218	0.438	COG8	human	0	0.474473703	0.298	0.138	HERC2P9	human	0	0.759479	0.445	0.005	PCDHGA10	human	2.58E-07	0.765152624	0.262	0.025	PAN3	human	0	0.748767606	0.333							
SNAPC3	human	0	0.312534637	0.398	0.169	AMOTL1	human	2.64E-06	0.300432332	0.278	0.085	PCSK7	human	0.004012759	0.662354227	0.27	0	ZNF117	human	1.11E-16	0.550144344	0.369	0.099	TCF3	macaque	1.32E-07	0.526992977	0.176	0.475	PCSK7	human	0	0.472354415	0.338	0.084	RAP2B	human	0	0.757962711	0.624	0.289	AKAP6	human	3.12E-07	0.641281822	0.412	0.25	NBPF11	human	0	0.746749175	0.004							
PTPN4	human	0	0.311907191	0.539	0.325	PLAGL1	human	2.66E-06	0.461519176	0.498	0.195	HNRNPKP4	human	0.004012759	0.424627181	0.27	0	CEP78	human	1.11E-16	0.541809522	0.358	0.094	FUBP1	macaque	1.37E-07	0.518007799	0.622	0.838	TMEM175	human	0	0.470133394	0.266	0.057	ETNK1	human	0	0.754157489	0.74	0.464	UBA6	human	3.36E-07	0.637819357	0.75	0.442	NBPF14	human	0	0.74530748	0							
HMGN2P41	human	0	0.310647695	0.281	0.002	DHX9	human	2.73E-06	0.38554741	0.745	0.451	PRKDC	human	0.004034013	0.594088779	0.618	0.261	CADPS	human	1.11E-16	0.536188214	0.396	0.127	PCBP1	macaque	1.50E-07	0.523894859	0.128	0.388	SRP9P1	human	0	0.468418415	0.516	0.011	C7orf55-LUC7L2	human	0	0.752435478	0.416	0.005	KIAA1324L	human	3.42E-07	0.784268415	0.412	0.083	NBPF1	human	0	0.729153903	0.051							
BUB3	human	0	0.310185517	0.449	0.244	PHYKPL	human	2.73E-06	0.43736272	0.257	0.037	FAM208B	human	0.004219176	0.399754399	0.27	0.217	CEP63	human	1.11E-16	0.527641432	0.296	0.052	GSTP1	macaque	1.81E-07	0.52478913	0.405	0.575	CTNNA1	human	0	0.468126315	0.465	0.206	INSR	human	0	0.750876647	0.682	0.213	TVP23B	human	3.48E-07	0.733789705	0.425	0.158	SNCA	human	0	0.728491825	0.291							
DCAF7	human	0	0.309745036	0.534	0.33	ARHGAP1	human	3.10E-06	0.361499093	0.437	0.22	ZNF655	human	0.004325354	0.313890035	0.303	0.043	YTHDC2	human	1.11E-16	0.523963941	0.343	0.085	EPB41L5	macaque	3.10E-07	0.811129016	0.181	0.438	RP11-166D19.1	human	0	0.466877427	0.691	0.539	NEIL2	human	0	0.747465171	0.399	0.028	NREP	human	3.74E-07	0.266586156	0.988	0.908	ARL10	human	0	0.721358115	0.017							
NDUFA10	human	0	0.309737905	0.294	0.127	RP11-101E13.5	human	3.24E-06	0.45245558	0.586	0.317	FBXO21	human	0.004457046	0.73177031	0.566	0.174	GPR22	human	1.11E-16	0.519019567	0.287	0.056	NRIP1	macaque	4.55E-07	0.75494652	0.136	0.325	PSMC1P1	human	0	0.46287796	0.317	0	GTF2IP1	human	0	0.742503925	0.676	0.081	IGF1R	human	3.82E-07	0.486853709	0.862	0.633	RGPD5	human	0	0.716500063	0							
MSH2	human	0	0.309027284	0.394	0.176	RP4-635E18.8	human	3.28E-06	0.589933588	0.308	0.061	VAMP2	human	0.004538375	0.711461772	0.447	0.13	ZNF83	human	1.11E-16	0.482235548	0.316	0.066	ZNF280C	macaque	5.58E-07	0.767683379	0.095	0.312	LRRC75A-AS1	human	0	0.461930276	0.635	0.413	AC026271.5	human	0	0.741983907	0.399	0	NOL4L	human	3.83E-07	0.650190819	0.712	0.375	PDE4DIP	human	0	0.713008437	0							
PDS5A	human	0	0.308240091	0.493	0.26	NAA15	human	3.29E-06	0.523717204	0.654	0.366	ARL8B	human	0.004592738	0.915131855	0.382	0.043	DDX27	human	1.11E-16	0.455889288	0.342	0.08	DEDD	macaque	5.77E-07	0.711289411	0.185	0.475	CEP95	human	0	0.461613821	0.672	0.432	RP11-543P15.1	human	0	0.738187522	0.867	0.223	HOXA3	human	5.98E-07	0.63013736	0.3	0.033	WASF3	human	0	0.709728596	0.064							
DCP1A	human	0	0.307943315	0.395	0.156	EFNB2	human	3.61E-06	0.380382965	0.684	0.427	ZBTB44	human	0.004655317	0.275646761	0.375	0.13	AKAP12	human	1.11E-16	0.431855771	0.368	0.117	PAPD5	macaque	5.88E-07	0.830354575	0.099	0.325	CBX6	human	0	0.460565442	0.58	0.338	HERC2P2	human	0	0.733291014	0.462	0.033	RPS15A	human	6.30E-07	0.331436112	0.95	0.925	CSNK2A1	human	0	0.704187348	0.303							
RP11-1018J11.1	human	0	0.307290823	0.314	0	ACACA	human	3.66E-06	0.450614887	0.49	0.207	SNX13	human	0.004778978	0.516539038	0.329	0.217	SGCB	human	1.11E-16	0.381456702	0.524	0.239	SEC63	macaque	7.16E-07	0.626832278	0.366	0.662	PRDX5	human	0	0.45956193	0.515	0.272	RP11-129M6.1	human	0	0.724311499	0.283	0	BCL10	human	6.53E-07	0.696813049	0.575	0.292	AC026271.5	human	0	0.697814517	0							
EXOSC10	human	0	0.305605213	0.347	0.167	ZNF302	human	3.68E-06	0.515790487	0.26	0.037	RP11-260M2.1	human	0.004780394	0.781966966	0.263	0	FAM76A	human	1.11E-16	0.379774741	0.421	0.174	ATAT1	macaque	8.24E-07	0.641003328	0.431	0.55	SS18L1	human	0	0.453297729	0.286	0.089	RP11-69L16.5	human	0	0.711880616	0.85	0.379	NBPF9	human	6.88E-07	0.501001826	0.4	0.125	CSAD	human	0	0.693390548	0.12							
IFNAR1	human	0	0.305154296	0.264	0.104	UBE3A	human	3.92E-06	0.347801364	0.691	0.439	NR2C1	human	0.004780394	0.769118278	0.263	0	SVIL	human	1.11E-16	0.342223527	0.311	0.08	SMDT1	macaque	8.73E-07	0.715342812	0.23	0.362	NDUFV3	human	0	0.452115655	0.556	0.335	TCEA1P2	human	0	0.692349703	0.468	0	SNORA73	human	7.56E-07	0.487414958	0.338	0.058	RAF1	human	0	0.690743523	0.107							
LARS	human	0	0.304903315	0.539	0.308	ZNF711	human	3.96E-06	0.471218251	0.642	0.463	ABCC5	human	0.004780394	0.741573326	0.263	0	MAGED1	human	1.11E-16	0.322372541	0.615	0.343	BCL2L13	macaque	8.79E-07	0.454913798	0.082	0.3	STAG3L3	human	0	0.451510172	0.269	0	LINC00662	human	0	0.690983767	0.329	0.009	ZNF264	human	7.99E-07	0.572237917	0.375	0.067	C7orf55-LUC7L2	human	0	0.690255042	0							
ERC1	human	0	0.304684621	0.407	0.209	WNK1	human	4.09E-06	0.329997838	0.757	0.488	PLAGL1	human	0.004780394	0.73404066	0.263	0	ZMIZ1	human	1.11E-16	0.281951054	0.629	0.343	RBM15B	macaque	9.84E-07	0.483962319	0.147	0.412	CEP78	human	0	0.444867406	0.324	0.131	VPS53	human	0	0.689888462	0.503	0.104	VPS53	human	8.17E-07	0.549951929	0.462	0.117	CTNNA1	human	0	0.689229352	0.017							
ZNF37A	human	0	0.304321608	0.288	0.121	SNRNP200	human	4.19E-06	0.35879575	0.71	0.415	ARHGEF10	human	0.004780394	0.678245142	0.263	0	FRYL	human	1.11E-16	0.255770168	0.568	0.3	VANGL2	macaque	1.00E-06	0.778731715	0.156	0.362	CDK11B	human	0	0.44448155	0.307	0.062	NBPF9	human	0	0.689400828	0.613	0.128	ABCA1	human	8.56E-07	0.701020056	0.6	0.242	RAB3D	human	0	0.687437116	0.013							
EIF3I	human	0	0.304133166	0.498	0.267	PTPN13	human	4.19E-06	0.398326838	0.451	0.207	POM121C	human	0.004780394	0.672155571	0.263	0	IFNAR1	human	2.22E-16	0.512621168	0.258	0.033	RPS20	macaque	1.34E-06	0.353594106	0.809	0.938	NBPF25P	human	0	0.444358006	0.376	0	TMED4	human	0	0.662482041	0.861	0.517	TMEM41B	human	9.32E-07	0.654441429	0.438	0.217	C2orf68	human	0	0.680268466	0.179							
ITCH	human	0	0.303439723	0.409	0.209	MN1	human	4.26E-06	0.401491193	0.596	0.293	CLINT1	human	0.004780394	0.66997232	0.263	0	MMP16	human	2.22E-16	0.501934089	0.466	0.178	GHITM	macaque	1.36E-06	0.464469096	0.203	0.488	ARHGEF10	human	0	0.443894491	0.336	0.128	NGRN	human	0	0.659917121	0.353	0.005	GPR89A	human	9.99E-07	0.538375617	0.312	0.042	RPL34P18	human	0	0.661042085	0.064							
PAFAH1B2	human	0	0.303086367	0.807	0.568	RP11-544A12.4	human	4.31E-06	0.39889153	0.266	0.134	CTD-2017D11.1	human	0.004780394	0.632398844	0.263	0	ME2	human	2.22E-16	0.48631196	0.429	0.155	SNHG1	macaque	1.38E-06	0.7042857	0.175	0.45	LRRC37A	human	0	0.441659793	0.305	0	RPL34P18	human	0	0.6510494	0.734	0.09	SORT1	human	1.01E-06	0.642510974	0.35	0.092	PKD1	human	0	0.660896903	0							
CSNK1E	human	0	0.302819793	0.725	0.511	CDK11B	human	4.48E-06	0.37750149	0.283	0.049	MTMR3	human	0.004780394	0.555104272	0.263	0	CRHR1-IT1	human	2.22E-16	0.442307421	0.268	0.042	SVOP	macaque	1.46E-06	0.753323133	0.129	0.375	RBM28	human	0	0.437666954	0.509	0.309	GTF2H2C	human	0	0.635498012	0.364	0.024	RP11-268I9.1	human	1.02E-06	0.705189417	0.375	0.083	SKIL	human	0	0.655772194	0.509							
MTA2	human	0	0.302495574	0.387	0.102	MTA2	human	4.50E-06	0.265712493	0.374	0.122	MPRIP-AS1	human	0.004780394	0.808460647	0.263	0	ROCK2	human	2.22E-16	0.402218246	0.494	0.202	CTD-2243E23.1	macaque	1.59E-06	0.788811187	0.081	0.288	RP11-434H6.7	human	0	0.433833462	0.293	0.098	CRLF3	human	0	0.629350355	0.786	0.355	PAN3	human	1.03E-06	0.586978201	0.575	0.375	RP11-543P15.1	human	0	0.644410484	0.098							
ZNF532	human	0	0.30225645	0.721	0.441	ZNF141	human	4.71E-06	0.521232706	0.276	0.049	SMIM14	human	0.004865936	0.587245211	0.414	0.087	UBXN7	human	2.22E-16	0.389060788	0.434	0.164	FTO	macaque	1.61E-06	0.618949264	0.405	0.612	SGK494	human	0	0.433290024	0.312	0.057	SLC35E2B	human	0	0.611228265	0.324	0	UBE2Q2P2	human	1.08E-06	0.511019492	0.375	0.067	GLG1	human	0	0.629115905	0.59							
SVIL	human	0	0.301862795	0.286	0.125	ATXN7	human	4.84E-06	0.360137404	0.537	0.244	PDE1C	human	0.004932194	0.609703298	0.362	0.043	CAMK4	human	2.22E-16	0.370556951	0.438	0.164	TUBA1B	macaque	1.64E-06	0.283255625	0.653	0.862	RN7SL2	human	0	0.430427472	0.281	0.003	AC016708.2	human	0	0.575366843	0.434	0.118	RPS19	human	1.11E-06	0.25505209	1	0.958	SRSF6	human	0	0.612355948	0.692							
RAF1	human	0	0.300259559	0.464	0.279	SNHG15	human	5.45E-06	0.511667617	0.295	0.073	CERS5	human	0.004946416	0.801509535	0.395	0.043	C7orf55-LUC7L2	human	2.22E-16	0.31619841	0.341	0.094	YPEL5	macaque	1.64E-06	0.634151764	0.343	0.525	MDM2	human	0	0.423235121	0.715	0.494	RRN3P1	human	0	0.564990147	0.272	0	FAM221A	human	1.23E-06	0.683696051	0.35	0.067	CROCCP2	human	0	0.60939849	0							
NAA15	human	0	0.298141157	0.534	0.339	ELF2	human	5.54E-06	0.345001837	0.537	0.256	ERC1	human	0.004971607	0.700827969	0.355	0.174	2-Sep	human	2.22E-16	0.254901454	0.633	0.352	MYEOV2	macaque	1.67E-06	0.628614536	0.259	0.462	PHACTR1	human	0	0.418228263	0.626	0.465	DYNC1I2P1	human	0	0.563600955	0.405	0.005	HIF3A	human	1.56E-06	0.638861812	0.338	0.05	ARL17B	human	0	0.598829456	0.009							
SRP72	human	0	0.297831727	0.523	0.286	CRKL	human	5.83E-06	0.443210061	0.51	0.22	FABP5	human	0.004992169	0.261315602	0.559	0.348	SAT1	human	3.33E-16	0.500753797	0.448	0.183	XPO4	macaque	1.71E-06	0.568268408	0.14	0.4	LRRC37B	human	0	0.416082694	0.252	0.06	NBPF25P	human	0	0.561028751	0.549	0	BCL11A	human	1.82E-06	0.380889025	0.925	0.675	POLR2J	human	0	0.591828084	0.009							
KCNQ3	human	0	0.297706494	0.346	0.17	PELI2	human	6.23E-06	0.384244959	0.542	0.28	LRP6	human	0.005002975	0.515488557	0.539	0.174	TUG1	human	3.33E-16	0.378222864	0.511	0.239	GBAS	macaque	1.95E-06	0.791749931	0.14	0.375	MEX3D	human	0	0.414670505	0.46	0.171	RPL21	human	0	0.559483244	0.994	0.943	RP11-260M2.1	human	1.85E-06	0.717834238	0.412	0.1	RP11-69L16.5	human	0	0.58796426	0.282							
TAF13	human	0	0.297135413	0.26	0.111	CYCS	human	6.49E-06	0.389927297	0.587	0.354	KIAA1468	human	0.005035011	0.403658712	0.316	0.13	TMEM159	human	3.33E-16	0.369411073	0.279	0.052	POLR2E	macaque	1.96E-06	0.726821876	0.12	0.338	CTC-308K20.3	human	0	0.41215248	0.389	0.09	FAM21A	human	0	0.543125537	0.26	0	ZNF117	human	1.89E-06	0.725697668	0.475	0.15	LRRC37A2	human	0	0.583124373	0.004							
FAM76A	human	0	0.293040993	0.372	0.207	VAMP2	human	6.51E-06	0.442313099	0.381	0.146	THUMPD1	human	0.005201729	0.406836172	0.553	0.391	NGRN	human	3.33E-16	0.36863571	0.402	0.136	CASK	macaque	2.06E-06	0.709259808	0.304	0.562	ZNF264	human	0	0.410153118	0.293	0.077	CROCCP2	human	0	0.536469817	0.289	0.005	DUOX1	human	1.99E-06	0.667533709	0.425	0.142	SGK494	human	0	0.580949269	0.047							
SUMO1P3	human	0	0.292445502	0.252	0	MLH1	human	6.94E-06	0.568036123	0.316	0.085	ATM	human	0.005276467	0.30619007	0.414	0.13	HIVEP2	human	3.33E-16	0.33968161	0.423	0.16	ANKZF1	macaque	2.09E-06	0.841478215	0.087	0.288	CBWD3	human	0	0.408158094	0.631	0.273	PDE4DIP	human	0	0.536091477	0.26	0	MAP1B	human	2.19E-06	0.258996229	1	0.992	NBPF15	human	0	0.573217286	0.047							
DHX9	human	0	0.291971611	0.573	0.359	PDE5A	human	7.15E-06	0.452051937	0.273	0.049	UBE4A	human	0.005342555	0.609002646	0.52	0.174	TMBIM6	human	3.33E-16	0.322629035	0.638	0.347	C4orf46	macaque	2.09E-06	0.644085711	0.069	0.262	EPN2	human	0	0.408007121	0.398	0.18	LRRC37A2	human	0	0.494861718	0.324	0	GTF2IRD2	human	2.29E-06	0.349989809	0.275	0.033	MFN1	human	0	0.571751641	0.321							
VPS26B	human	0	0.291751853	0.259	0.104	PLXNB1	human	8.15E-06	0.51161739	0.334	0.098	BUB3	human	0.005358442	0.767075233	0.493	0.174	BRAF	human	3.33E-16	0.299683029	0.563	0.286	ATP11C	macaque	2.32E-06	0.800082553	0.169	0.362	GTF2H2B	human	0	0.407495885	0.293	0.035	RGPD8	human	0	0.465920675	0.387	0	CTNNA1	human	2.32E-06	0.639717728	0.638	0.3	AC253572.1	human	0	0.569700914	0							
DGUOK	human	0	0.290624193	0.38	0.174	ERCC1	human	8.24E-06	0.419879934	0.446	0.195	ZNF431	human	0.005358835	0.660591313	0.375	0.043	CRBN	human	3.33E-16	0.267851735	0.514	0.254	ABHD17B	macaque	2.93E-06	0.731367968	0.109	0.312	HNRNPA1L2	human	0	0.406960106	0.719	0.465	RN7SL2	human	0	0.451988999	0.324	0.005	NRBP1	human	2.55E-06	0.655901661	0.3	0.067	KIF5A	human	0	0.568816071	0.718							
ASAP1	human	0	0.289439308	0.484	0.274	LRRFIP1	human	8.28E-06	0.448608706	0.413	0.146	ST6GAL2	human	0.005461775	0.740197644	0.434	0.087	KPNB1	human	3.33E-16	0.262328665	0.635	0.352	ZNF445	macaque	3.28E-06	0.704750115	0.202	0.438	ADNP	human	0	0.404920182	0.828	0.652	RPL5P23	human	0	0.443462431	0.561	0.028	TIAL1	human	2.89E-06	0.465825451	0.85	0.583	GTF2H2C	human	0	0.568459841	0.017							
RPL35AP21	human	0	0.289233524	0.302	0.004	MYEF2	human	8.81E-06	0.273630174	0.624	0.354	NCOR1	human	0.005497606	0.553554169	0.678	0.304	DNAJC7	human	3.33E-16	0.253728317	0.47	0.211	GNAZ	macaque	3.61E-06	0.691437939	0.101	0.262	DAAM1	human	0	0.402971775	0.894	0.752	PTPRS	human	0	0.441832646	0.983	0.825	CRIM1	human	3.61E-06	0.325428067	0.588	0.267	RGPD8	human	0	0.539923485	0							
TUG1	human	0	0.288156883	0.479	0.308	SUGT1	human	8.96E-06	0.314868056	0.762	0.524	FARP1	human	0.005594054	0.54527367	0.349	0.043	ZNF33A	human	4.44E-16	0.298304001	0.449	0.197	ATP9A	macaque	3.71E-06	0.653987607	0.301	0.525	RGPD6	human	0	0.397908746	0.321	0	RGPD6	human	0	0.417911494	0.37	0	LINC00665	human	3.68E-06	0.634130288	0.325	0.05	CRLF3	human	0	0.536411675	0.393							
EXOC4	human	0	0.287900714	0.364	0.186	TNKS2	human	9.08E-06	0.429901768	0.545	0.305	BCL7A	human	0.005621098	0.290537535	0.368	0.087	ANAPC5	human	4.44E-16	0.285347267	0.566	0.3	CSNK2B	macaque	3.76E-06	0.597909067	0.263	0.375	PGAM5	human	0	0.395617929	0.256	0.086	SRP9P1	human	0	0.397935515	0.503	0.009	DTD1	human	5.09E-06	0.62484637	0.45	0.217	MEX3D	human	0	0.536141164	0.103							
PNMA2	human	0	0.287676134	0.261	0.102	SPG20	human	9.20E-06	0.439757335	0.336	0.098	RPAIN	human	0.005652971	0.477532146	0.632	0.261	MED28	human	5.55E-16	0.298062906	0.319	0.094	USP7	macaque	4.10E-06	0.561270923	0.473	0.7	GUSBP1	human	0	0.395599739	0.35	0.098	PI4KAP2	human	0	0.395293279	0.277	0	RP11-488L18.10	human	5.54E-06	0.699164162	0.375	0.133	RPL21	human	0	0.526002317	0.91							
UGGT2	human	0	0.286595855	0.266	0.107	PRKD1	human	9.24E-06	0.300412951	0.376	0.146	SMG1	human	0.005665952	0.500719058	0.553	0.174	TSPAN14	human	5.55E-16	0.276157048	0.563	0.282	CBLB	macaque	4.66E-06	0.657268279	0.281	0.55	TRIO	human	0	0.393950256	0.816	0.562	RP11-680H20.1	human	0	0.391970952	0.399	0.019	ELAVL2	human	6.54E-06	0.570141247	0.725	0.375	RFPL1S	human	0	0.516875889	0.004							
KPNA5	human	0	0.284760624	0.357	0.185	GOLGA3	human	9.33E-06	0.559187896	0.299	0.073	RNF168	human	0.005684985	0.724151698	0.257	0	FAM155A	human	6.66E-16	0.556585035	0.289	0.052	RPL35	macaque	4.70E-06	0.354385339	0.687	0.862	PCGF3	human	0	0.391713116	0.307	0.095	PSMC1P1	human	0	0.387689727	0.306	0	CRLF3	human	7.22E-06	0.537577845	0.688	0.367	EIF3FP3	human	0	0.493577637	0.009							
C16orf45	human	0	0.284688176	0.398	0.178	APOOL	human	9.36E-06	0.32496196	0.491	0.232	AC026271.5	human	0.005684985	0.578230199	0.257	0	GNG4	human	6.66E-16	0.534176977	0.289	0.052	GRIA2	macaque	6.71E-06	0.65851614	0.257	0.5	MFN1	human	0	0.388601153	0.563	0.302	FKBP10	human	0	0.384115726	0.514	0.095	DCC	human	9.06E-06	0.566467044	0.712	0.4	STAG3L3	human	0	0.493059416	0							
ZMIZ1	human	0	0.283963728	0.563	0.341	DCP1A	human	9.40E-06	0.32271747	0.49	0.22	TDGP1	human	0.005684985	0.271890672	0.257	0	DDB1	human	6.66E-16	0.311537161	0.385	0.141	FAM60A	macaque	8.47E-06	0.733850193	0.113	0.312	TIAL1	human	0	0.387790836	0.844	0.676	FAM157C	human	0	0.367233594	0.329	0	BROX	human	9.87E-06	0.593672611	0.75	0.417	TCEA1P2	human	0	0.486397821	0							
PCLO	human	0	0.283905393	0.331	0.162	HS6ST1	human	9.71E-06	0.343445972	0.274	0.061	TTTY15	human	0.005684985	0.772534159	0.257	0	UBE2L6	human	7.77E-16	0.518722332	0.267	0.042	BRD2	macaque	9.20E-06	0.329949522	0.579	0.512	RP11-680H20.1	human	0	0.384425567	0.372	0.024	SMN2	human	0	0.348917373	0.312	0.009	RP4-635E18.8	human	1.00E-05	0.746170224	0.425	0.133	SRP9P1	human	0	0.478196713	0.013							
CNTRL	human	0	0.283092993	0.435	0.25	SOX5	human	1.04E-05	0.352852455	0.638	0.378	RPS4Y1	human	0.005684985	0.765090839	0.257	0	ZNF302	human	8.88E-16	0.547378184	0.289	0.052	RUFY2	macaque	1.12E-05	0.357284521	0.594	0.638	PTBP2	human	0	0.380158758	0.878	0.715	BZW1P2	human	0	0.348288464	0.376	0	CEP95	human	1.15E-05	0.615047767	0.612	0.392	PSMC1P1	human	0	0.477084344	0							
TUBA1C	human	0	0.281659189	0.924	0.826	C3orf70	human	1.10E-05	0.616279252	0.437	0.183	EIF1AD	human	0.005684985	0.728385277	0.257	0	MSH2	human	8.88E-16	0.290155649	0.388	0.141	CCDC50	macaque	1.14E-05	0.626607741	0.337	0.588	YWHAEP1	human	0	0.379510311	0.432	0.036	EIF3LP2	human	0	0.322801296	0.434	0.09	PRKX	human	1.30E-05	0.456708279	0.338	0.1	STAG3L1	human	0	0.474720704	0							
HNRNPA1P41	human	0	0.279860575	0.285	0	NOL9	human	1.18E-05	0.4813847	0.357	0.11	RNF216P1	human	0.005684985	0.590137764	0.257	0	CDS2	human	1.11E-15	0.445358335	0.476	0.197	LARP4	macaque	1.15E-05	0.686229831	0.176	0.425	RPL5P23	human	0	0.375074831	0.46	0.027	GAPDHP65	human	0	0.314735783	0.497	0.024	SGPL1	human	1.35E-05	0.705935308	0.488	0.233	CHCHD3	human	0	0.474089136	0.244							
